id,name,ingredients,recipe
1057,정상훈 - '들깨삼계탕' 레시피,"닭 1마리(5호), 찹쌀 50g, 통마늘 1알, 대추 1알, 밤 0.5개, 인삼 1.5개, 대파, 삼계탕용 약재팩 1팩, 찹쌀가루 종이컵 1.5컵, 생콩가루(흰색) 종이컵 0.5컵, 거피들깨가루 종이컵 0.5컵, 양파분말가루 1T","[재료 준비] 1. 찹쌀을 1시간 동안 불려준다. 2. 닭의 꼬리 부분과 날개 끝을 포함한 지방 부분 손질을 해준 뒤 깨끗하게 씻어준다. (비린맛과 잡내를 줄이기 위해 닭 안의 핏덩어리와 이물질을 제거해주세요) 3. 찹쌀을 닭 안의 절반 정도 넣어 채워준 후 마늘 1알, 대추 1알, 밤 5개, 인삼 5개를 넣어준다. 4. 닭의 허벅지에 칼집을 내어 반대쪽 다리를 끝까지 넣어줘 찹쌀이 빠져나오지 않게 한다. [들깨삼계탕 만들기] 1. 닭을 끓는 물에 30초간 데쳐준다. (이때 끓이고 남은 물은 과감히 버려주세요) 2. 닭과 약재팩, 인삼 1개를 차가운 물에 푹 잠길 만큼 넣고 냄비 찬물에서 시작해서 뚜껑을 살짝 연 채로 강불 20분, 중불 30분 끓여주면서 중간중간 기름을 제거해준다. (찬물에서부터 넣고 끓여야 재료의 모든 맛이 우러나옵니다) 3. 50분 뒤, 잘 익은 닭을 건져 볼에 담은 뒤 랩을 덮어준다. (닭의 발목살이 찢어져서 올라가 뼈가 12cm 정도 보이면 잘 익은 상태입니다) 4. 고운 채에 찹쌀가루 1.5컵, 생콩가루(흰색) 5컵, 거피들깨가루 5컵을 넣고 걸러준다. 5. 닭육수 2L에 찹쌀가루, 생콩가루, 거피들깨가루와 양파분말가루 1T를 넣고 중약불에 5분간 끓여주며 완전히 섞어준다. (중간중간 들깨육수를 고운 채에 걸러 뭉쳐져 있는 가루들을 개어주세요. 찹쌀가루는 물에 넣으면 금방 뭉치기 때문에 잘 개어주세요:)) 6. 뚝배기에 닭을 넣고 들깨육수를 닭 위에 끼얹어가며 3분 정도 끓여준다. 7. 뚝배기를 버너에서 내려 닭 위로 소스를 부은 후 대파로 데코해 소금후추에 찍어 먹으면 완성"
1058,정상훈 - '사골마라탕' 레시피,"사골육수 500ml, 마라소스 2T, 즈마장 1/2T, 우유 50ml, 느타리버섯 한줌, 청경채 한줄기, 유부 반줌, 우엉 반줌, 차돌박이 4~6조각, 옥수수면 1인분 (*조금 더 단맛을 원하신다면 설탕 / 칼칼한 맛을 원하신다면 고춧가루를 추가해주세요) (*야채와 고기들은 다른 재료들로 대체 가능합니다)","[재료 준비] 1. 느타리버섯과 유부는 먹기 좋은 크기로 썰어준다. 2. 옥수수면은 약 5분 정도 삶아서 준비한다. [사골마라탕 만들기] 1. 사골육수 500ml를 끓여준다. 2. 마라소스 2T를 넣고 끓이다가 어느 정도 끓으면 소스에서 나온 건더기들을 걸러내준다. 3. 즈마장 1T를 넣어 양념을 한 후 우유 50ml를 넣고 끓여준다. 4. 느타리버섯, 청경채, 유부, 차돌박이, 우엉을 넣고 옥수수면을 넣고 끓여주면 완성 [정상훈님처럼 닭다리를 올리고 싶은 분들은] 1. 닭다리에 칼집을 내준 후 후추, 올리브오일, 소금으로 마리네이드를 해준다. 2. 닭다리를 오븐 180도에서 45분 정도 구워준다. 3. 닭다리를 마라탕에 올려주면 완성"
1059,정상훈 - '고추장 카레보나라' 레시피,"올리브오일, 양파 1/3개, 감자 1/3개, 당근 1/3개, 버터 1조각, 다진마늘 1T, 우유 300ml, 카레가루 2T, 고추장 1T, 체다치즈 2장, 고춧가루 1T, 칼국수면 1인분, 달걀 1개, 다진 쪽파(데코용)","[재료 준비] 1. 칼국수면은 끓는 물에 3분 30초 삶은 후 건져서 물에 헹궈둔다. (면수는 버리지 말아주세요) 2. 양파는 채썰어준다. 3. 감자, 당근은 얇은 조각 모양으로 썰어준다. (잘 익게 하기 위해 얇게 썰어주세요) 4. 달걀은 후라이로 만들어준다. [고추장 카레보나라 만들기] 1. 팬에 올리브오일을 두른 후 다진마늘 1T, 버터 1T와 양파, 감자, 당근을 넣고 볶아준다. 2. 채소가 노르스름하게 익으면 우유 300ml를 넣어 끓여준다. 3. 뒤이어 카레가루 2T, 고추장 1T, 체다치즈 2장, 고춧가루 1T를 넣어준 후 끓여준다. 4. 삶은 칼국수면과 면수 반국자를 넣어 걸쭉해지게 2분 정도 끓여준다. 5. 달걀후라이와 다진 쪽파를 올려주면 완성"
1060,정상훈 - '우유마라탕' 레시피,"사골육수 500ml, 마라소스 2.5T, 맛간장 1T, 고춧가루 1t, 즈마장 1/4t, 우유 50ml, 느타리버섯 한줌, 청경채 한줄기, 유부 반줌, 연근채 반줌, 콩나물 한줌, 차돌박이 4~6조각, 옥수수면 1인분, 통닭다리, 후추, 올리브오일, 소금","[재료 준비] 1. 닭다리에 칼집을 내준 후 후추, 올리브오일, 소금으로 마리네이드를 해준다. 2. 닭다리를 오븐 180도에서 45분 정도 구워준다. 3. 느타리버섯과 유부는 먹기 좋은 크기로 썰어준다. 4. 콩나물은 머리를 딴 후 살짝 데쳐서 준비해둔다. 5. 옥수수면은 약 4분 정도 삶아서 찬물에 씻어 준비한다. (면수는 버리지 말아주세요) 6. 차돌박이는 팬에 구워 반으로 잘라 준비한다. [우유마라탕 만들기] 1. 사골육수 500ml를 끓여준다. 2. 마라소스 2.5T를 넣고 끓이다가 어느 정도 끓으면 소스에서 나온 건더기들을 걸러낸다. 3. 설탕 1t, 맛간장 1T, 고춧가루 1t, 즈마장 1/4t를 넣어 양념을 해준다. 4. 잠시 후 우유 50ml를 넣고 끓여준다. 5. 느타리버섯, 청경채, 유부, 연근채를 넣고 끓여준다. 6. 미리 삶은 옥수수면과 면수 1/2국자, 콩나물을 넣고 약 30초 정도 끓여준다. 7. 준비한 닭다리에 토치질을 한 후 미리 구워둔 차돌박이와 함께 그릇에 올려 마무리"
1061,차예련 - '김치 토마토 해장죽' 레시피,"김치, 밥, 양파 1/2개, 고추기름, 올리고당, 간장, 고운 청양 고춧가루, 고운 고춧가루, 홀토마토, 깨, 김, 쪽파, 다시마 육수","[재료 준비] 1. 김치 2장을 먹기 좋은 크기로 자른다. 2. 양파 1/2개를 다진다. 3. 쪽파를 송송 썬다. 4. 홀토마토 2개를 꺼내 손으로 으깬다. [김치 토마토 해장죽 만들기] 1. 팬에 고추기름 2T를 두르고 양파와 김치를 넣어 볶는다. (김치는 타기 직전까지 볶아 눌은 김치로 만들면 더욱 맛있습니다) 2. 1에 고춧가루 1/2T, 고운 청양 고춧가루 1/2T, 간장 1T, 올리고당 1T를 넣고 함께 볶는다. 3. 재료가 섞이면 밥 한 그릇을 넣고 풀어 준다. 4. 3에 다시마 육수 2국자를 넣고, 으깬 홀토마토와 홀토마토 소스 30g를 넣어 바글바글 끓인다. 5. 다 끓인 토마토 해장죽을 그릇에 옮겨 담고 쪽파와 김을 올린 뒤 깨를 뿌려주면 완성."
1062,차예련 - '케일 김치' 레시피,"케일 약60장, 물, 고춧가루 7T, 홍고추 20개, 부추 1/3단, 무 1/3개, 마늘 10쪽, 생강가루 약간, 멸치액젓 3T, 소금 1T, 매실청 3T, 설탕 1.5T, 천일염 2컵, [찹쌀풀] 찹쌀가루 4T, 물 1컵, 소금 약간","[재료 준비] 1. 물 6컵에 천일염 2컵을 넣고 팔팔 끓인 뒤 케일에 부어 12분간 절인후 물에 담가둔다. (살짝 데쳐질 정도로만 하시면 됩니다.) 2. 부추를 2-3cm 간격으로 썰어준다. 3. 무를 얇게 채 썬다. 4. 고추가 잘 갈릴 수 있도록 썰어 주고 마늘 10알과 함께 믹서에 갈아준다. [케일 김치 만들기] 1. 찹쌀가루 4T에 물 1컵, 소금 약간을 넣고 섞어 찹쌀풀을 만든다. 2. 냄비에 물 1컵을 넣고 찹쌀풀을 천천히 부어가며 넣어 끓인다. (찹쌀풀은 계속 저어주다가 색이 투명해지면 끝) 3. 찹쌀풀이 다 만들어지면 체에 한 번 거른 뒤 식힌다. (체에 한 번 걸러주면 뭉친 찹쌀풀을 곱게 풀어줄 수 있습니다) 4. 유리볼에 간 고추 마늘과, 소금 1T, 설탕 1.5T, 고춧가루 7T, 매실청 3T, 멸치액젓 3T, 생강가루 약간을 넣고 만들어둔 찹쌀풀을 넣는다. (찹쌀풀은 조금씩 넣어가며 농도를 확인해주세요) 5. 4에 무와 부추를 넣고 버무려 양념을 만들어 준다. 6. 절인 케일은 흐르는 물에 헹구고 물기를 빼준다. 7. 케일을 넓게 펼친 뒤 양념을 올리고 다시 케일, 양념 순으로 반복한다. (깻잎 무침 만드는 것처럼 반복해주세요) 8. 다 된 케일 김치는 바로 드셔도 되고, 통에 담아 숙성 후 먹어도 됩니다"
1063,차예련 - '항정수육' 레시피,"통 항정살, 양파, 부추, 팽이버섯, 소금, 후추, 청주, 물 [새우젓 소스] 항정수육 찌고 남은 육수, 다진마늘, 양파, 대파, 청양고추, 새우젓, 고운 고춧가루, 매실청","[재료 준비] 1. 부추는 3등분 하고, 팽이버섯은 끝동을 잘라 준비한다. 2. 양파 1개는 통으로 슬라이스, 1개는 반으로 썬 뒤 슬라이스 한다. [쌀국밥 만들기] 1. 통 항정살에 소금과 후추를 뿌려준 뒤 간이 빨리 배게 주물러 준다. 2. 팬에 1L 물을 붓고 청주 한 컵을 넣은 뒤 찜기를 놓는다. 3. 찜기에 통으로 동그랗게 자른 양파를 먼저 깔고, 통 항정살을 올린 뒤 슬라이스한 양파로 항정살 위를 덮어 준다. 4. 뚜껑을 닫고 중약불에서 30분간 찐다. 5. 고기가 다 익으면, 고기를 팬에 한 번 겉면을 구워준다. 6. 노릇하게 구운 항정살을 결 반대되게 비스듬히 썰어준다. 7. 항정수육을 찌고 남은 육수에 손질해둔 팽이버섯과 부추를 넣고 데친다 (육향이 채소에 스며들어 더욱 맛있어져요) 8. 그릇에 쪄낸 양파를 깔고 데친 팽이버섯, 부추를 깔고 항정수육을 올린다. 9. 한쪽에 케일 김치와 새우젓 소스를 올린 뒤 육수를 자작하게 붓는다. (케일 김치 레시피는 별도로 올려두었습니다.) [수육 육수를 활용한 새우젓 소스 만들기] 1. 수육과 채소를 데치고 남은 육수를 100ml정도 바글바글 끓여 졸인다. 2. 육수가 졸아들면 다진 마늘 1T, 다진 양파 2T, 다진 대파 2T, 다진 청양고추, 새우젓 크게 1T, 고운 고춧가루 1T, 매실청 1T를 넣고 저어가며 끓인다. (완전히 졸아들 때까지 끓여주면 멜젓 느낌의 더욱 깊은 맛의 소스가 됩니다.)"
1064,류수영 - '삼겹고추장찌개' 레시피,"**밥숟가락 계량입니다! 삼겹살 300g(반근), 대파 1대, 감자 2개, 양파 1개, 청양고추 3개, 애호박 반개, 두부 한모, 생강 엄지손톱만큼, 다진 마늘 듬뿍 1T, 고춧가루 듬뿍 2T, 설탕 2T, 간장 2T, 멸치액젓 1T, 새우젓 듬뿍 1T, 고추장 듬뿍 4T, 굵은 소금 두 꼬집, 식초 1T, 식용유, 물 1L","재료 준비 1) 삼겹살은 한입 크기로 썬다. 2) 대파 1대는 어슷썬다. 3) 감자 2개와 양파 1개, 두부 1모는 한입 크기로 깍둑썬다. 4) 청양고추 3개는 송송 썬다. 5) 애호박 반개는 길게 1/4로 썰고, 큼직하게 썬다. 1. 중불로 3분 달군 냄비에 식용유 한 바퀴를 두르고, 썰어둔 삼겹살을 넣고 굵은 소금 두 꼬집을 뿌린 뒤 노릇하게 볶는다. 식용유를 둘렀을 때 물결이 생길 때까지 예열해주세요 삼겹살은 기름을 많이 내지 않고 수분만 날린다고 생각하면 됩니다 기름이 타닥타닥 튀는 소리가 날 때까지 볶아주세요 2. 약불로 줄이고 생강 엄지손톱만큼, 다진 마늘 듬뿍 1T, 고춧가루 듬뿍 2T, 대파, 청양고추를 넣고 볶는다. 고춧가루 풋내가 날아갈 정도만 볶아주세요 3. 설탕 2T, 간장 2T, 멸치액젓 1T, 새우젓 듬뿍 1T 넣고 볶는다. 액젓 냄새가 날아갈 정도로 볶아주세요 4. 고추장 듬뿍 4T를 넣고 섞고 물 1L를 부어 강불에서 끓인다. 고추장이 잘 섞이면 바로 물을 부어주세요 5. 감자와 양파, 두부를 넣고 뚜껑 덮어 10분 정도 끓인다. 6. 애호박을 넣고 중강불로 줄이고 뚜껑 덮어 10분 정도 끓인다. 끓이는 시간은 총 20분입니다 7. 식초 1T를 넣은 뒤 한김 날린 후, 불을 끄고 마무리한다."
1065,차예련 - '현미밥' 레시피,"백미 1.5컵, 현미 0.5컵, 물 2컵, 소주 2잔","재료 준비 1. 쌀은 체에 밭쳐 23번 빠르게 씻어준다. 2. 씻은 현미는 볼에 담가 물을 붓고, 1시간 정도 불려준다. 1. 밥솥에 씻은 백미, 불린 현미를 넣고 밥물을 맞춰준다. 2. 밥물에 소주 2잔을 부어준 뒤 잘 섞어주고, 취사를 해 밥을 지어주면 완성"
1066,차예련 - '하얀 김치찌개' 레시피,"잘 익은 백김치 반포기, 들기름 넉넉히, 통삼겹살 350g, 찌개두부 1/2모, 표고버섯 2개, 청양고추 2개, 대파 1대, 양파 1/2개 (*백김치는 푹 익은 것일수록 더 맛있어요~) [육수] 물 1.5L, 멸치다시다 팩 1장, 백김치 국물 2국자 [홍고추 다짐장] 홍고추 4개, 멸치액젓 1T, 맛간장 1T, 고운 고춧가루 2T","재료 준비 1. 냄비에 물과 멸치다시다팩을 넣고 팔팔 끓여 육수를 내준다. 2. 백김치는 물기를 살짝 짜주고 길게 1/4조각으로 세로로 썰어준다. 3. 삼겹살은 두툼하게 편 썰어준다. 4. 대파는 어슷 썰고, 양파는 굵게 채 썰어준다. 5. 표고버섯은 밑동을 제거한 뒤 칼집으로 십자 모양을 내준다. 6. 두부는 한입 크기로 두툼히 편 썰고, 청양고추는 얇게 송송 썰어준다. [홍고추 다짐장] 1. 홍고추는 꼭지를 떼고 잘게 다져준다. 2. 볼에 다진 홍고추, 멸치액젓 1T, 맛간장 1T, 고운 고춧가루 2T를 넣고 섞어주면 완성 [하얀 김치찌개] 1. 백김치는 달군 팬에 들기름을 넉넉히 두르고 노릇해지도록 구워준다. 2. 냄비 바닥에 썰어둔 양파와 대파를 깔아준다. 3. 양파, 대파 위에 구운 백김치와 썰어둔 삼겹살을 올려준다. 4. 냄비에 다시마 육수 4국자, 백김치 국물 2국자를 부어준다. (재료가 잠길만큼 부어주고, 특히 백김치 국물을 넣어줘야 더 맛있어요) 5. 썰어둔 두부, 표고버섯, 청양고추를 올려주고 20분 이상 끓이면 완성 (고기가 익을 때까지 끓여주면 돼요) (홍고추 다짐장을 넣으면 빨간 김치찌개로 변신시킬 수 있어요)"
1067,차예련 - '솔방울 훈연 스테이크' 레시피,"솔방울 1개, 럼주 약간, 채끝살 500g, 소금 약간, 통후춧가루 약간","재료 준비 1. 잘 말린 솔방울을 준비해 스테인리스 그릇에 담아준다. 1. 달군 팬에 고기를 올리고 소금, 통후춧가루를 앞뒤로 뿌려준다. 2. 고기는 겉면을 모두 노릇하게 초벌로 구워준다. 3. 프라이팬 위에 솔방울이 담긴 스테인리스 그릇을 올리고, 솔방울에 럼주를 살짝 적셔준다. 4. 프라이팬 빈 자리에 초벌로 구워둔 고기를 넣어준다. 5. 이후 솔방울에 토치로 불을 붙여준 뒤 바로 프라이팬 뚜껑을 닫아 연기를 가둬준 후, 3분 간 훈연한다. 6. 훈연한 고기는 먹을 때 썰어서 팬에 구워주면 솔방울 향이 살아있는 스테이크가 됩니다."
1068,이태곤 - '아귀 스테이크' 레시피,"아귀 살 (길게 썬 필렛), 소금, 후추, 올리브오일, 버터, 타임, 미니양배추, 브로콜리, 통마늘, 체리, 레몬, 핑크 페퍼 [레몬 쪽파 소스] 쪽파, 올리브오일, 화이트 비니거, 레몬즙, 설탕, 디종 머스터드, 다진 마늘, 소금, 후추, 식초","[재료 준비] 1. 아귀 살을 약 20cm 정도로 길게 준비한다. 2. 아귀 살을 깨끗하게 씻은 뒤 물기를 제거하고 소금, 후추로 밑간한다. 3. 감자를 먹기 좋은 크기로 썬다. [아귀 스테이크 만들기] 1. 기름을 넉넉하게 두른 팬에 아귀 살을 얹고, 기름을 끼얹어가며 중약불에 약 10분간 익힌다. 2. 거의 다 익었을 때 즈음 버터 한 조각과 타임 약간을 넣어 마저 익히고 미니양배추, 브로콜리, 통마늘, 체리, 레몬을 함께 구워 준다. 3. 아귀 스테이크와 구운 채소를 그릇에 올린 뒤 레몬 쪽파 소스를 뿌린다. 4. 핑크 페퍼를 뿌려주면 완성 [레몬 쪽파 소스 만들기] 1. 쪽파를 송송 썬다. 2. 올리브오일 3T, 화이트 비니거 1T, 레몬즙 1T, 설탕 1.5T, 디종 머스터드 1T, 다진 마늘 1T, 쪽파 9T, 소금, 후추, 식초를 넣고 섞는다."
1069,이태곤 - '아귀 파에야' 레시피,"아귀 살, 양파, 마늘, 빨간 파프리카, 노란 파프리카, 애호박, 방울토마토, 밥 300g, 토마토소스, 카레 가루, 파프리카 가루, 해물 스톡, 물, 후추, 레몬","[재료 준비] 1. 양파 1/2개를 다진다. 2. 마늘 2개를 다진다. 3. 빨간색 파프리카, 노란색 파프리카 각각 1/3개를 깍둑썰기 한다. 4. 애호박 1/3개를 깍둑썰기 한다. 5. 방울토마토 3개를 4등분 한다. 6. 아귀 살을 먹기 좋은 크기로 썬다. [아귀 파에야 만들기] 1. 다진 양파와 마늘을 볶다가 애호박과 파프리카를 넣고 함께 볶는다. 2. 물 100ml에 토마토 소스 4T, 카레가루 2/3t, 파프리카가루 2/3t, 해물스톡(큐브1개)을 넣고 풀어준다. 3. 1에 밥을 넣고 2와 함께 볶는다. 4. 포 뜬 아귀를 군데군데 올리고 뚜껑을 닫은 뒤 약불에 아귀가 익을 때까지 둔다. 5. 거의 다 익었을 때 즈음 토치질 해 밥과 아귀 살을 그을려 준다. 6. 후추와 레몬즙을 뿌리면 완성"
1070,이태곤 - '아귀 간 찜' 레시피,"아귀 간, 물, 소주, 소금, 유자 폰즈, 무, 실파","[재료 준비] 1. 아귀 간을 물에 잠시 담근다. 2. 물에 담가둔 아귀 간을 꺼내 물기를 제거한 뒤 핏줄을 터뜨려 핏기를 닦아준다. 3. 아귀 간을 소주, 소금을 넣은 물에 넣고 씻은 후 물기를 제거한다. 4. 무를 갈아주고 실파는 송송 썬다. [아귀 간 찜 만들기] 1. 투명 랩에 간을 넣고 김밥 싸듯 돌돌 말아준다. 2. 양 끝을 막아주고 구멍 콕콕 낸다. 3. 포일에 한 번 더 말아서 찜기에 넣고 중불에 25분간 찐다.(간의 크기가 크고 두꺼울 경우는 최소 40분간 쪄주면 좋습니다.) 4. 다 쪄진 아귀 간을 먹기 좋은 크기로 썰어주고 유자 폰즈를 자박하게 붓는다. 5. 간무와 실파를 올리면 완성"
1071,강남 - '어육소시지 덮밥' 레시피,"어육소시지 1개, 밥 한 공기, 버터 20g, 마늘 3톨, 간장 2T, 미림 1T, 물 4T, 설탕 1꼬집, 쪽파 3줄기, 김가루","재료 준비 1) 어육소시지 1개는 반으로 가른 뒤, 2등분 한다. 2) 자른 어육소시지의 평평한 부분에 격자무늬로 칼집을 낸다. 3) 마늘 3톨은 다지고, 쪽파 3줄기는 송송 썬다. 1. 달군 팬에 버터 20g을 넣고, 어육소시지의 칼집 낸 부분을 아래로 두고 튀기듯이 1분 정도 굽고 빼둔다. 2. 소시지를 굽던 팬에 간장 2T, 미림 1T, 물 4T, 설탕 1꼬집, 다진 마늘을 넣고 살짝 끓인다. 3. 밥에 구운 어육소시지, 송송 썬 쪽파를 올리고 2의 소스, 김가루를 뿌려 마무리한다. 고추냉이를 곁들여 먹으면 더욱 맛있습니다"
1072,류수영 - '스햄케첩파스타' 레시피,"**밥숟가락 계량입니다! 스팸 100g, 스파게티 면 1인분, 다진 마늘 1T, 양파 1/2개, 설탕 1T, 간장 6T, 케첩 5T, 식초 1T, 식용유 2바퀴, 통후추, 물 2L","재료 준비 1) 물 2L에 간장 4T를 넣고, 물이 끓으면 스파게티 면 1인분을 넣어 삶는다. 간장을 넣어 면수를 끓이면 더 풍부한 맛이 납니다 스파게티 면 1인분은 100원 동전 크기 정도입니다 2) 스팸 100g을 비닐봉지에 넣어 으깬다. 3) 양파 1/2개는 다진다. 1. 중불로 달군 팬에 식용유를 2바퀴 두르고, 으깬 스팸을 넣고 꼬들꼬들하게 볶는다. 최대한 꼬들하게 볶아야 햄 특유의 잡내를 제거할 수 있습니다 2. 스팸이 노릇해지면 불을 줄이고 다진 마늘 1T, 다진 양파를 넣고 다시 중불에서 볶는다. 3. 양파가 투명해지면 불을 줄이고 설탕 1T를 넣고 볶은 뒤, 팬 가장자리에 간장 2T를 넣고 다시 중불에서 태우듯이 끓이고 잘 섞는다. 4. 케첩 4T를 넣고 잘 섞는다. 케첩 양은 방울 크기만큼 4번 짜 넣으면 됩니다 5. 4의 소스에 삶은 스파게티면을 넣고, 간장 면수 한컵(200ml)을 넣어 볶은 뒤, 식초 1T를 넣어 잘 섞는다. 6. 불을 끄고 케첩 1T를 넣고 섞어준 뒤, 그릇에 담고 통후추를 넉넉하게 뿌려 마무리한다."
1073,류수영 - '스햄덮밥' 레시피,"**밥숟가락 계량입니다! 스팸 100g, 밥 1공기, 다진 마늘 1T, 양파 1/2개, 설탕 1T, 간장 2T, 식용유 2바퀴, 달걀 노른자 1개, 김가루","1. 스팸 100g을 비닐봉지에 넣어 으깨고, 양파 1/2개는 다진다. 2. 달군 팬에 식용유를 2바퀴 두르고, 으깬 스팸을 넣고 꼬들꼬들하게 볶는다. 최대한 꼬들하게 볶아야 햄 특유의 잡내를 제거할 수 있습니다 3. 스팸이 노릇해지면 불을 줄이고 다진 마늘 1T, 다진 양파를 넣고 다시 중불에서 볶는다. 4. 양파가 투명해지면 불을 줄이고 설탕 1T를 넣고 볶은 뒤, 팬 가장자리에 간장 2T를 넣고 다시 중불에서 태우듯이 끓이고 잘 섞는다. 양파를 볶을 때 설탕을 넣으면 카라멜라이징이 더 잘 됩니다 5. 4의 스팸볶음을 밥 위에 얹고 김가루, 달걀 노른자를 올려 마무리한다. 취향에 따라 달걀 노른자 대신 달걀 프라이를 올려도 맛있습니다"
1074,이태곤 - '수박 문어찜' 레시피,"2.5kg 돌문어, 수박, 굵은 소금, 소주, 이태리 파슬리, 통마늘, 양파, 레몬, 월계수 잎, 감자, 육쪽마늘, 올리브오일 [살사소스] 양파, 마늘, 방울토마토, 이탈리아 파슬리, 레몬즙, 초고추장, 케첩, 멸치액젓","[재료 준비] 1. 수박을 가로로 놓고 윗부분을 자르고, 바닥도 살짝 잘라 설 수 있게 만든 뒤 속을 판다. 2. 문어는 눈을 찌른 뒤 색이 연해지면 머리에 손을 넣고 뒤집어 내장을 빼낸다. 3. 문어 입까지 제거한 뒤 굵은소금과 소주로 깨끗하게 씻는다. 4. 양파와 감자를 먹기 좋은 크기로 자른다. 5. 레몬을 슬라이스해 준비한다. [수박 문어찜 만들기] 1. 소금을 넣고 끓인 물에 손질한 문어 머리를 잡고 넣었다 뺐다 몇 번 반복해 문어 모양을 잡는다. 2. 문어를 끓는 물에 30분간 삶는다. 3. 속을 파 놓은 수박 안에 이태리 파슬리를 깔고 데친 문어를 넣는다. 4. 문어 위에 양파, 통마늘, 레몬, 월계수 잎을 넣는다. 5. 수박 뚜껑을 닫고 오븐 트레이에 올린다. 6. 수박 옆에 감자와 육쪽마늘을 올린 뒤 올리브유를 듬뿍 뿌려주고 200도 오븐에 30분간 굽는다. 7. 그릇에 수박 찜을 옮겨 담고 수박 벽을 잘라 꽃 모양으로 만든다. 8. 소스와 함께 즐기면 완성 [살사소스 만들기] 1. 초고추장과 케첩을 1:1 비율로 넣고 섞는다. 2. 양파 1/2개와 방울토마토 5개, 마늘 5알, 이탈리아 파슬리를 다진다. 3. 1과 2를 합쳐준 뒤 멸치 액젓 1T, 레몬즙을 넣고 섞으면 완성"
1075,이태곤 - '새우구이' 레시피,"흰다리 새우 18마리, 진간장, 코코넛오일, 다진 생강, 다진마늘, 레드페퍼, 큐민 파우더","[재료 준비] 1. 새우는 물에 넣어 잠시 담가 녹여준 뒤 내장과 몸통 껍질을 제거한다. [새우구이 만들기] 1. 진간장 3T(50g), 다진 생강 1T(15g), 다진 마늘 1T(15g), 레드페퍼 1T, 코코넛오일 3T(50g), 큐민파우더 1t를 넣고 섞어서 마리네이드 소스를 만들어준다. 2. 손질한 새우를 꼬챙이에 하나씩 꽂아준다. 3. 새우 앞뒤로 마리네이드 소스를 골고루 발라준다. 4. 오븐에 넣고 170도에 15분간 굽는다. 5. 다 구워진 새우를 세운 뒤 양옆으로 갈라 대가리와 몸을 분리한다."
1076,이찬원 - '삼겹배추찜' 레시피,"얇은 삼겹살 300g, 알배추 한포기, 소주 2/3병, 마늘 6알, 소금 1t, 후추 1t, 설탕 1t, 참치액 1T, 버터 1T, 홍고추/부추(데코용)","[재료 준비] 1. 알배추는 심지 부분을 잘라내고 손으로 살살 흔들어 잎을 펼쳐준다. 2. 배추잎을 숭덩숭덩 썰어 잘 씻어준 뒤 물기를 빼준다. 3. 마늘 7알은 편 썰기 / 홍고추와 부추는 데코용으로 송송 잘라준다. [삼겹배추찜 만들기] 1. 큰 냄비에 썰은 알배추를 깔아주고 삼겹살을 올려준다. 2. 편마늘을 삼겹살 위에 올려주고 소금 1t, 후추 1t, 참치액 1T, 설탕 1t를 넣어준다. 3. 소주 2/3병을 부어준다. (소주를 넣으면 배추찜이 끓으면서 알코올과 잡내가 함께 날아갑니다) 4. 버터 1T를 넣어준다. (버터가 배추찜의 풍미를 더욱 올려줍니다) 5. 소주 향을 날리기 위해 냄비 뚜껑을 열고 중불에 3분 정도 익혀준 뒤, 뚜껑을 덮고 중불에서 12분 정도 익혀준다."
1077,이찬원 - '새우젓무침' 레시피,"요리 재료 새우젓육젓 2T, 양파 1/4개, 대파 한 대 흰부분, 마늘 3알, 홍고추 2개, 청양고추 2개, 고춧가루 2T, 설탕 1T, 통깨 2T, 참기름 1t (*새우의 크기가 큰 새우젓육젓을 사용하면 씹는 식감이 좋습니다. 그냥 새우젓도 가능합니다)","[재료 준비] 1. 양파 1/4개와 대파는 잘게 다져준다. 2. 마늘 3알은 작게 채썰기 3. 홍고추 2개, 청양고추 2개는 최대한 얇게 송송 잘라준다. (모든 재료들은 새우젓의 식감 잘 느껴지도록 최대한 얇게 썰어주세요) [새우젓무침 만들기] 1. 그릇에 새우젓육젓 2T를 넣고 잘게 썬 대파, 마늘, 홍고추, 청양고추를 넣어준다. 2. 고춧가루 2T, 설탕 1T, 통깨 2T, 참기름 1t를 넣어 골고루 무쳐주면 완성 (설탕은 짠맛을 중화시키는 역할을 하기 때문에 꼭 넣어주세요)"
